0,1,2
-0.09248209,4.2353034,3.0848856
-4.7492294,-3.9613514,0.12826729
-4.7503366,-3.6353521,0.059846878
6.0074778,1.2865,8.859236
3.8725023,-0.4496355,3.0021248
2.9546576,-2.646377,2.1709056
-4.7096806,-4.9803944,0.5459423
5.859455,2.3074727,9.591431
0.067641735,4.019853,2.6281524
5.7397146,-2.5428834,0.23745489
2.380752,3.5042734,-4.6356144
-5.194063,-0.89158773,-1.6691966
0.08841801,4.398514,3.2142782
5.8945303,2.5846853,9.947826
-4.337861,-0.43229103,-2.5312052
3.975318,-4.6391525,-0.5279074
-0.20288038,4.6333523,3.354659
-4.432685,-1.0931864,-2.3708
-4.3599634,-0.84697485,-2.7000475
3.935049,-4.860649,-0.65801525
-4.416212,-1.0457659,-2.3565292
5.0819416,-2.8305254,-0.28315926
2.3380413,3.4433475,-5.863858
-7.3477182,-2.0218067,6.7789936
5.519519,-2.7894754,0.08490181
-0.85275555,4.1411676,1.5635366
-4.642308,-2.5744429,-1.3615637
-7.578021,-2.1802807,6.7541466
2.5981379,-2.3243475,1.9808369
-4.7673054,-4.4587803,-0.13160086
4.8614917,-2.6398315,0.4471035
3.7832088,-4.229787,-0.11015797
-4.6721287,-2.9373074,-0.9898062
-7.1981487,-1.6828427,6.9796495
-4.660121,-4.0439777,-0.6993785
6.040616,-2.9354753,-0.30100775
-4.5354023,-0.31910515,-2.3246117
6.106514,-2.895712,-0.16562653
-4.514121,-2.1556053,-2.304545
3.9133272,-4.5055037,-0.21970558
-7.0017433,-1.6085882,6.9807415
5.701685,-2.7474937,0.06632137
-4.3828754,-1.6771364,-2.9451342
2.7120628,-2.1736422,2.3021507
-1.0205832,3.868184,1.7608585
-4.6704464,-3.1875486,-0.76741123
5.783924,2.1948404,9.57097
-4.1407423,-2.473341,-5.3456593
2.5358543,-3.0904303,1.7989407
2.4792347,-2.9515176,1.8427649
-4.7672377,-3.3744946,-0.26725912
3.6945953,-0.54914474,2.8900414
-5.1341734,0.82892084,-2.2769766
-4.882409,-5.482378,1.7274761
0.26948357,4.4698954,3.1017714
5.945053,2.0987854,9.458657
2.7531462,-1.8249674,2.870695
-0.054079056,4.697035,3.2713766
-4.3828325,-4.3606644,-1.2957778
-4.863143,-4.599245,0.9039736
3.6505065,-1.2968206,1.7635021
2.8781977,-2.3525248,2.59235
5.7756786,1.7988596,9.278835
0.0926342,4.4095745,3.276021
3.8455486,-1.2010899,2.146637
2.9793825,-2.2742643,2.3402839
-0.101997375,4.6198406,3.361041
-4.9343376,-3.578495,-0.2198801
0.49104404,4.3175325,3.0335102
6.012867,2.1456223,9.046827
1.9415684,-2.8334513,1.5815663
0.110669136,4.6537848,3.1242986
6.020344,1.8319588,8.911083
1.9789715,-2.8565116,1.6191573
0.8482928,4.581419,3.4569979
2.398757,-2.6408672,2.1846542
-0.77068806,3.806992,1.6442909
1.8070302,-2.428339,1.6196537
-5.1730185,-4.7585125,0.82297134
1.6977758,3.601943,-4.358387
1.4968758,4.208083,3.3460903
6.011318,2.6276793,9.075242
1.7346401,4.036842,-4.5118303
3.5291748,-0.261158,2.235859
6.035759,2.7335305,9.081442
1.7714639,-2.5244293,1.7462015
1.1347013,4.6269417,3.4447236
-5.05828,-5.2139187,0.75441265
5.8460064,2.8853693,9.358898
4.01486,-0.3241887,2.002305
-4.8095245,1.0876999,-2.9659004
0.972002,4.9274673,3.4873357
5.991951,2.831581,9.223427
3.8549576,-5.273946,-0.7031989
-5.2600174,-4.3977375,-0.17918205
1.6257915,-2.5045385,1.6151714
2.1209617,-2.4616995,2.0008736
1.6172857,3.468647,3.2166862
5.9832306,2.2039366,8.886779
1.6049466,3.589233,-4.529155
2.1278267,-2.2737231,2.0534797
-5.33123,0.6859751,-2.4098244
1.9147396,-2.3615026,1.9829111
-1.2203908,-3.402326,-6.111227
6.3015575,1.7938247,8.654173
-5.2772837,-3.5588264,-0.8701787
6.3435593,1.9119005,8.645369
3.6729617,0.31953955,3.5095062
-5.1761074,-3.978691,-0.34294176
2.8813968,-0.6227789,2.6943731
1.2325821,4.6843147,3.2560768
-5.2262883,-3.1026669,-0.47423935
-4.8563805,-2.3683295,-2.2279758
1.7983141,-1.9488907,2.0257072
-0.73054504,3.9566765,1.344605
6.206401,2.2335339,8.771568
-5.4693394,0.24878597,-2.1731377
3.7478333,-0.057170868,3.1590834
-5.047676,-4.5614567,0.3996024
2.5849676,-1.5809965,2.5722933
-4.66847,-5.0504217,-1.6200676
1.6330242,-2.5361166,1.6093445
4.091884,-0.5022836,2.0459957
3.6400967,-3.7015772,-0.3708706
2.6043463,4.2411222,-4.932576
-4.7564497,-1.4663606,-2.0804687
-5.3885956,0.08900738,-1.3579388
-0.3100338,4.4196625,2.1123466
4.3157005,3.2508698,9.520445
5.700039,2.4446373,8.956213
4.0606365,-0.3214593,2.6081161
1.9453073,-2.1288247,1.9844208
-4.0475154,-4.1726665,-2.7102327
3.750368,0.069419384,3.179613
-5.0501585,-4.317712,-0.19863987
2.0024319,-2.0514326,2.200097
-5.1907053,-4.750431,-0.1800189
5.4734707,2.7975402,9.056618
4.8231754,3.8543663,9.330707
4.136832,-0.59933376,0.8304863
-1.1128311,-3.442974,-6.149578
-5.029895,-3.2085075,-1.6551867
0.63162947,3.5184875,2.3090763
-5.3476915,0.96063423,-3.0919523
-4.7624054,-5.084957,-0.2219038
4.309452,-2.7176194,0.7820301
-5.399109,1.0886025,-3.110962
-4.3276205,-1.778049,-3.2469234
2.4334068,-1.2638531,2.8111582
-5.3287625,-3.4931316,-0.4515643
0.643857,4.973566,3.275278
4.0365944,-0.92352486,2.1498299
3.3036919,-3.4579496,0.7795973
-1.1319389,-3.4471292,-6.17194
6.1687593,1.6029081,8.655344
4.156845,-0.8569226,2.5253925
-4.7735395,-4.8254566,-0.25771332
1.2428837,3.5592813,3.5260048
6.009326,1.6912022,8.731495
1.8895025,-2.6059513,1.0332441
-4.378915,-1.6194286,-3.240697
3.2345562,-4.051222,-0.9211569
-4.3661985,-1.726078,-2.9383526
-5.5283985,-2.2163448,7.8104954
2.5953264,-3.2232041,0.0832119
1.5229974,3.2636395,-5.241061
4.854477,3.1931744,9.494633
-3.7732453,0.7809019,-3.63105
-4.6574106,-4.870592,-2.2772546
1.8984661,-2.6192198,1.1860662
-1.1746321,4.1229935,1.582098
4.0927267,-0.56483555,1.1789689
-4.8258343,-5.204259,-1.5616951
1.7920189,-2.5518727,1.0780568
1.9340386,-2.62824,1.1610107
-3.6550264,-0.5119977,-3.7664719
-4.7300014,-5.1226807,-1.8686705
-1.4263372,4.439186,1.8426819
-5.5282707,1.4607034,-3.4104528
-4.1252136,0.05283785,-3.414195
3.3486066,-4.457206,-0.9854064
-0.5849743,4.2474957,2.0581493
-4.8143783,-3.4191198,-1.8176031
2.9479942,-5.0840416,-0.98050976
-1.6899962,3.9332857,1.6221609
1.3210945,3.3602867,-5.811487
-4.84406,-4.014179,-1.6613679
1.803443,-3.0664902,1.126349
4.12039,-1.1199732,0.19622755
1.8076081,-3.0899644,1.1165891
-5.0399203,-5.197172,0.28605556
4.4897556,3.7636662,9.874027
2.833994,-4.8616753,-0.7098613
-4.478017,-4.5261135,-2.3401384
4.6532803,3.6957922,9.843294
0.0032663345,5.203971,3.1414323
-5.227516,-3.255559,-1.3913403
-5.269574,-2.223834,7.855709
1.8454809,-3.0930839,1.1396589
-3.9123373,0.6002741,-3.4421215
4.3941593,-1.1555867,0.7184496
-1.2744765,4.7618313,1.9215298
1.9250398,-2.415492,1.0775967
4.179188,3.9033232,9.851514
-4.577712,-4.5811768,-2.1808686
-0.57515526,5.6080875,2.9365263
5.2101183,-2.9846792,-1.5478411
3.3873987,-4.276595,-1.11761
4.137783,4.016012,9.743828
-0.5593958,5.6261873,2.8527126
-4.7538753,-2.6419668,-2.320115
-1.5209312,-3.3937397,-5.8907547
-0.6910591,5.7154055,2.9265895
0.42632055,3.3260746,-5.4273834
5.045763,-3.15596,-2.1248617
1.2657013,4.1973286,-6.13525
-5.1634483,-3.1922674,-2.047286
3.189592,-5.291027,-1.9075408
-5.496187,-4.06489,-0.971498
4.282089,-3.2154846,-1.1528234
1.916892,4.235895,-5.550393
-5.466013,-4.369051,-0.6308117
-0.61330605,5.7376127,2.9124146
-0.7126446,5.8602057,3.0436535
3.965705,4.3630257,9.651197
4.3181677,-3.3223639,-1.0642786
0.2734747,3.262868,-5.437559
3.157351,-5.408392,-1.9425755
-5.297999,-4.6861,-0.23331928
-3.0367174,4.6491275,-3.4232054
-5.3739967,-3.6551838,-1.044941
3.8142557,4.048403,9.599777
-4.9840937,-1.7041707,7.909979
3.1290808,-5.5297127,-2.021759
-0.73545265,5.9914274,3.102293
-0.4987154,6.0666304,3.1093273
-3.3062468,5.142927,-3.4019432
0.16924667,3.1601448,-5.299883
-5.046812,-1.6554079,7.885685
-5.503994,-1.6187048,7.7368383
5.292453,-3.1212463,-2.5148354
-5.109912,-1.6658354,7.8262444
-1.7719545,5.0540543,1.0189929
-5.050412,-1.5947285,7.875328
0.837389,3.6593323,-5.3800707
0.5857477,3.4914465,-5.377863
3.2514448,-5.32444,-2.206355
3.3091407,-5.152553,-2.2425852
-3.3825054,5.1599007,-3.527687
4.9189377,-3.1582255,-2.8833413
-3.142333,4.7224073,-3.4509268
-5.6478977,1.5298233,-3.7447424
-4.9380245,-2.7400408,-2.3219948
-4.946026,-1.7645588,7.8961277
4.8445415,-3.1447506,-2.795682
-2.8073626,5.3708363,-0.36805487
0.3543048,3.797842,-6.654463
3.4994574,-4.5248604,-1.9918709
1.2990732,4.3438015,-7.0254974
0.39291763,3.8492966,-6.4503574
3.3443103,-5.269943,-2.2815638
3.6927156,4.532653,9.527971
4.846266,-3.0826674,-2.741231
3.6741467,4.511136,9.523788
0.39160824,3.9162617,-6.522753
3.6749587,4.3238716,9.460312
-3.366972,5.0514936,-3.3439298
-4.2237163,-2.3802233,-5.5515194
3.5537405,4.484166,9.486376
0.34675884,3.840063,-6.519552
-1.9778061,4.519573,0.90561676
0.47331715,4.012932,-6.7316055
3.731698,3.9309502,9.388956
4.8109074,-3.111486,-2.719915
0.3928442,4.01071,-6.7859993
1.5624337,-1.6052966,-0.318254
1.6145968,-3.588881,-3.06707
3.6274376,4.4252043,9.425968
4.7813673,-3.015606,-2.5013065
-2.0533552,4.9314523,0.7958183
4.8824835,-2.9289322,-2.3144255
3.7194176,4.457735,9.559832
1.2446117,4.248083,-6.6429367
1.022234,3.9355068,-6.7700615
1.6718254,-1.682816,-0.3143816
-1.542664,4.061698,1.2686915
1.6121883,-3.8520222,-2.749095
1.3978643,3.9680629,-6.7548685
-6.102646,2.0102768,-4.1620965
0.5362692,3.716134,-6.979233
0.7995572,3.723403,-6.8550606
4.66131,-2.794033,0.120845795
-4.2287364,-2.5252705,-5.5100203
-1.5087461,3.7006683,1.4930172
3.7976656,2.471037,10.02817
-4.0661755,-3.494742,-1.879396
1.9528189,-3.017603,-0.99562836
-5.936983,1.0483618,-2.4183264
4.3855324,-2.880846,0.40668774
2.107996,-2.9776468,-0.8441086
-0.39167023,4.065281,2.7284088
3.6358027,3.4943085,-5.777128
5.371196,-3.0735989,0.43010378
-5.554265,1.3664813,-1.5855856
2.0662327,-1.8657637,0.7874088
4.4358606,3.368072,-5.7481337
4.062394,-3.667993,0.8285723
4.3241606,3.3491025,-5.8091946
3.996646,3.2014637,-5.8369913
5.2086096,-2.5524902,1.4744916
-0.57137775,2.7554703,1.759429
-4.4374914,-1.2342415,-1.9694252
3.909132,-3.885562,0.66742754
3.3503847,-2.9119153,2.6109295
-7.0890684,-2.0344076,6.1012077
4.032155,2.9712172,-5.8012385
3.8917542,-2.2256742,2.8020277
3.2684479,-2.4291496,3.1268578
-0.3849082,2.6198401,1.8188715
4.7567425,1.2407584,9.737807
3.8806276,-2.283936,2.7687855
-0.017393589,2.530386,2.056468
-3.8460488,-3.679593,-1.6191611
3.4394264,-1.245719,3.7934723
3.8619795,2.8937168,-5.8572464
3.8582268,-2.198701,2.5584736
-4.1957603,-2.5950294,-5.4437485
3.6965084,2.7187338,-5.869215
-4.24549,-2.6627731,-1.3504796
5.1157045,-2.8162184,0.9107261
3.0265207,-1.7191544,3.5498543
-0.21060419,2.683353,1.7967329
-6.681592,-2.4029436,6.488304
4.0083904,-3.7333412,0.65027237
-5.6912727,1.1819553,-1.7842312
3.5408344,3.1214309,-5.751563
-6.4072638,-2.4835262,6.597271
-1.0715828,-3.079751,-6.381092
3.323547,3.2158613,-5.6871376
-0.51597977,3.122717,1.5538678
3.9484053,4.1393914,-5.7871075
2.823412,-2.622282,2.4094276
4.2744493,4.375847,-5.4888325
3.9576197,4.279413,-5.761882
1.7046471,2.7134018,3.1227517
5.2815037,4.5799475,-5.413679
3.1551185,-3.8342686,0.864378
4.13863,4.4497986,-5.4114456
-6.715905,-1.7045059,6.768879
3.4865932,4.0879436,-5.822918
-6.7003727,-1.6920958,6.783558
3.5040588,4.224365,-5.939493
0.23111582,4.312007,2.9540777
3.8403616,-1.1812696,2.5826073
5.0787735,4.6092844,-5.154539
-0.7183895,3.30118,1.4800081
4.185343,4.246112,-5.148814
-6.7011557,-1.5997591,6.7797127
4.3270025,4.3252535,-5.0414085
-5.601428,0.84922504,-2.0415382
5.810195,-2.4976516,0.4299984
3.8015804,-3.9580574,0.30886507
-6.999262,-1.3598051,6.5193453
5.898388,-2.5731688,0.1988225
4.2397823,4.363242,-5.47264
-5.550213,0.5107665,-1.6723671
3.281272,-0.96611214,3.5116386
1.0667672,3.7447696,3.3866367
3.9504795,-0.91665125,2.9552417
3.1261272,-0.6375408,3.683155
4.00055,-1.1743326,2.5050964
0.15002537,2.8124328,1.8340459
1.6328659,2.725027,3.1484432
-5.5577974,0.84523773,-1.8857498
2.8989067,-1.8576031,3.0375051
3.7265377,3.790041,-5.4357643
1.6754446,2.8539028,3.301794
-6.9907646,-1.4962354,6.570817
5.7221184,-1.196991,2.2171307
0.49483395,4.192707,3.5105038
3.4754028,3.833366,-5.592352
5.577876,1.5668807,9.1504135
-5.571328,0.59852123,-1.7239833
5.7503195,-1.6979666,1.8600655
-5.56295,0.61507416,-1.5338516
6.0947647,-2.2132397,0.95423985
4.244234,4.270441,-5.5449343
3.3374052,0.43092346,4.075718
3.8592997,-0.7470665,3.2873259
-1.068366,-3.1047096,-6.366804
3.2408752,0.34539795,4.1517925
3.1799383,0.03216362,3.8310413
3.2108784,0.1462841,4.013774
1.6538205,3.1144547,3.56283
-6.4905796,-2.211115,6.925063
4.1735907,-1.1320648,2.6942625
2.7745342,4.053153,-5.0657673
5.162594,-2.639759,0.89067364
-0.056215286,3.1643353,1.6847987
3.6336136,4.350651,-5.116064
-7.086178,-1.1003828,6.6160755
-6.7297316,-1.5640078,6.9070816
6.0490103,-2.2893667,0.5299144
3.4901495,4.3995857,-5.325983
5.4657536,-2.4977016,0.83978176
1.4357338,3.4996548,3.565813
-6.7544394,-1.464035,6.78924
5.6974735,-1.7636032,1.3823509
3.021625,-1.7955141,2.6406116
-6.758936,-1.3337908,6.7187195
4.328659,4.6920023,-5.200371
-7.2334747,-1.0570374,6.4935474
5.776335,-1.1440091,2.1914291
3.1511717,0.15551758,3.9571533
-6.634075,-1.5280952,7.032214
6.005951,-1.7959347,1.24196
5.2486916,-2.523614,0.8014965
4.218771,4.6426105,-4.977376
-6.481535,-1.7490311,7.3774996
0.42444754,3.4928675,2.3426237
2.1713262,3.2176785,-5.754346
-4.7213726,-5.458497,0.082551
-4.349639,-0.6577244,-2.5960846
4.1274805,-1.3451424,2.0348659
0.20421648,3.67631,2.155078
5.6469,1.8250132,8.7934675
4.2814837,-1.6906776,1.606976
3.11349,-4.9275074,-0.45947504
2.4248686,3.794437,-5.738078
2.9750557,-4.3643456,0.015259743
-0.15754986,3.7618113,2.1038074
4.219842,-0.7324066,2.4647875
3.297617,-3.7608786,-0.0018100739
-4.9221325,0.84492016,-2.8838024
4.136736,-1.4652424,1.1295996
3.2729502,-3.5788956,-0.06283474
4.150754,3.0868244,9.854305
4.47206,-1.5615373,0.65787363
-4.8055763,-5.1960926,-0.43034363
-5.235482,-2.2793121,7.7435913
4.12469,3.9116821,9.509434
3.2041197,-3.7543492,-0.33695984
-4.6802597,-4.89653,-2.3855004
-1.4049139,4.8481636,1.5289154
-1.8403678,-3.4456363,-5.435293
5.2233963,-3.1447806,-2.092476
-4.9088097,-5.074874,-1.5905108
3.0072594,-5.3931475,-1.8437433
-5.472971,1.1165524,-3.4881868
3.946784,-0.56567574,1.2531605
-1.2874231,4.6460342,1.6751585
4.0300856,3.4664755,9.836361
-5.5618954,-2.3613853,7.396125
-1.911778,4.1886444,1.542316
4.4523373,-3.3122354,-1.0435348
4.056034,2.7873497,9.833873
3.892192,-0.8328848,0.039247513
-4.6874905,-5.2732105,-0.15655327
-1.6191053,4.3414745,1.7034035
-4.124301,-3.7622094,-2.6277528
-5.8823233,1.3242455,-3.002202
4.028286,3.0284662,9.941294
2.9163895,-5.496361,-1.236413
-5.7998543,1.3309174,-3.0877867
4.3398876,-3.3669786,-1.0627956
-4.4990845,-4.223177,-1.6454816
1.7834473,3.2833767,-5.734541
2.969263,-5.5309534,-1.4091568
-1.9096766,4.1563377,1.4532995
4.2306385,3.8367128,9.5399685
4.099346,-0.7261658,0.120939255
-0.5915766,5.988021,3.2233734
-5.11366,-4.7133207,-0.26222944
4.128374,-0.87284565,-0.11442661
-5.285717,1.2470045,-3.567721
-5.2273455,0.7652874,-3.0467372
-5.341753,0.6086397,-2.8134332
-0.31914902,6.0903683,3.244608
5.623295,-2.9924617,-2.1297417
2.6628408,-4.421418,-0.70920086
-0.56591797,6.0555763,3.2116642
4.174679,4.2744246,9.525505
5.2297497,-2.9654999,-1.9123969
3.0876164,-5.3360577,-1.4235706
-0.61745644,5.9879875,3.2498503
-2.0443525,1.70156,-4.196576
1.1869383,-2.89016,1.0922465
-1.2425356,4.948907,1.7720323
-4.660423,-3.12927,-2.2149572
3.7192364,-0.5537567,-0.16446638
-0.54784584,2.6055818,-4.7634535
1.2106919,-2.8455143,0.888093
-5.376295,-3.5835037,-1.322072
-3.3255816,0.6419091,-3.6530418
3.5909266,-4.3166604,-1.4023995
3.0463057,-5.5624046,-1.798419
1.1679363,-2.8198223,0.95178795
-5.1892586,1.2905741,-3.480565
3.0688224,-5.469095,-1.7845707
-0.48923683,5.999995,3.3499813
-4.845871,-1.8679628,-2.0863323
4.1978397,4.3340044,9.448799
-5.158617,1.2249451,-3.541525
-0.43465328,6.0466576,3.3141193
-0.16080046,5.940941,3.2930765
-5.1781445,-3.1960545,-1.8174877
4.2396584,4.3592377,9.518732
3.1324415,-5.4879694,-1.746171
4.3236322,4.2915745,9.507759
-4.1163654,-2.2862024,-5.1632805
0.8206253,3.325385,-4.904701
-0.3885517,5.9307814,3.3540545
-0.21288013,5.7935467,3.2531052
-5.369261,-3.684351,-1.0490885
3.571375,-4.090966,-1.0435591
3.1254735,-1.056582,1.2055225
1.3276262,-2.945097,1.1504755
-0.47621202,5.948806,3.3677502
4.877688,3.7884893,9.390235
3.9620304,-0.6581001,0.3857975
-5.0963206,-0.36615992,-2.6560507
3.1493864,-0.95793104,1.213511
-0.4239149,5.872389,3.3098106
0.7478986,3.2770443,-5.071413
-5.3022785,0.47503948,-2.6248074
3.7998981,-0.4328003,0.49736547
1.1864777,-2.3973846,1.2305398
0.15532589,5.8866606,3.2100172
4.751253,4.147932,9.3171215
-3.8641968,-0.2974739,-3.3824081
1.2980232,-2.2766542,1.2276759
1.5518064,-2.139287,1.2017336
0.27083015,3.170992,-4.8548746
1.1493664,-2.4268808,1.0833755
4.89187,3.9597578,9.418615
0.20541,5.697077,3.1604776
-5.4542103,-4.0547876,-0.8936825
-5.6690464,-1.7301407,7.6952286
0.48523903,3.2759643,-4.9988136
-5.3204727,-4.9494505,0.09686184
3.3592663,-5.2631683,-1.4419441
4.8317585,3.9878197,9.503569
3.9523678,-0.49007702,1.3859453
1.6274419,4.1252995,-4.9972258
3.4546967,-4.8493443,-1.3046432
3.1871414,-0.9273615,1.0300722
-4.6047506,-4.0518847,-2.5516262
-0.08754969,5.608555,2.9953618
-6.071748,-1.7025642,7.403452
3.2436924,-4.8466806,-1.2270484
3.187686,-4.7939587,-1.0456553
4.935815,3.1801367,9.6871605
-0.13030815,4.954526,3.0719008
-4.1932526,-1.1765709,-2.8560352
4.013611,-0.86208296,0.71388435
3.6382837,-0.9075422,2.1961842
0.28234053,4.4293528,3.0205717
3.9086542,-0.5265436,3.0101318
0.50460625,4.1423492,3.021059
4.2211084,-0.9638567,2.173153
5.508335,2.2645407,9.22736
2.479917,-2.5662851,2.0189571
-0.098510265,4.29055,3.0993748
5.473834,2.0182176,9.2408905
-4.9929905,-5.1419277,1.3602743
0.3912201,3.9884777,3.228468
-4.7732334,-2.770731,-1.2503529
5.422209,2.2117977,9.546828
4.589123,-1.8477249,1.128458
-4.6362324,-1.2451725,-1.9169607
5.4309864,2.1193142,9.612044
-0.71215343,3.0973587,1.9599748
6.0464735,1.4853892,8.77494
3.602983,-1.1190176,2.9475155
5.776759,1.6980124,8.968773
0.39426327,4.1231637,3.3142881
2.5218372,3.0686932,-5.0220976
3.3948374,0.34197998,3.5380983
1.0066414,3.612434,3.4902658
3.9316874,-0.5282278,2.8533592
3.7119179,-0.32188225,3.5312977
4.1682673,-3.86897,0.40105057
3.7528758,-0.08636093,3.2994232
2.5550294,3.0587192,-5.0216484
5.440589,2.1838799,9.511508
-0.13785219,4.054347,2.9659324
5.7622633,1.8110552,9.134516
-4.589861,-3.4613924,-1.0511856
3.192656,-3.266038,1.0176492
2.4449482,3.0224047,-4.932019
-0.285532,4.211447,2.924366
-5.240012,0.92825603,-2.513792
3.774088,-4.0393276,0.16017342
-4.439954,-4.189292,-1.1429863
3.2020721,-3.5374975,0.96105003
-4.069256,-4.0393057,-1.9505625
-4.52649,-4.8376846,-0.5969548
3.0644531,-3.609414,0.9334173
2.4930654,3.1098757,-4.970516
5.2360287,2.496676,9.6520405
3.8008518,-1.2746458,1.3099961
-0.3829198,4.0075545,2.6969647
-5.3359203,1.1170015,-2.630453
2.443563,-3.051301,1.7426476
-5.24516,1.0653372,-2.6357355
0.060265064,4.569668,2.9654684
3.6521573,-4.3888464,-0.12631512
-4.3373976,-0.1782465,-2.6397152
3.7127252,-3.7709346,-0.34193707
2.3738246,-2.9683137,1.5767832
0.99949646,3.8364239,3.1637726
3.8381176,-1.2469673,1.340147
2.5664034,-3.3938236,1.3677783
5.1410446,2.6101837,9.601261
4.079465,-1.3526974,1.8850975
2.1482086,-3.2926273,1.4992266
-4.617649,-3.104434,-1.5989704
5.1939783,2.6512032,9.5742655
3.7668657,-1.1002707,1.2235651
-4.6179733,-2.575325,-1.8381624
2.5285559,-2.461609,1.5616045
-4.809785,-3.5874252,-1.1123981
-6.1993675,-2.201767,7.3837976
-4.8171844,-3.315199,-1.1408458
-3.8867435,-4.039439,-2.44938
0.121506214,4.9998302,3.39472
0.4528017,4.298561,2.7944407
4.0013103,-1.1352558,0.83938074
-1.2022595,-3.2519884,-6.046664
5.6016293,2.2547536,8.892341
2.3713455,-2.396841,1.5769081
0.5488653,5.0099783,3.4034176
-5.999048,-1.7044973,7.626031
-5.2463684,1.1669579,-2.9931936
-5.0930605,-4.745016,0.12222195
-4.2405376,-1.0100594,-2.7899313
0.42164993,5.1382256,3.4861412
-5.169012,1.2154794,-3.1372986
1.6984959,-3.121931,1.4860926
0.17126179,5.2544985,3.3098974
4.0381613,-0.9092617,0.84409714
2.9930964,-1.2275968,1.4698806
1.2134862,3.2996678,-4.945386
1.5584412,-3.1200228,1.417861
